"Year","Men_Bucket","Women_Bucket","Total_Men","Total_Women","Top_Jobs_Men","Top_Jobs_Women"
2019,"$40000-50000",NA,22807,298,"","Solar photovoltaic installers; Excavating and loading machine and dragline operators, surface mining; Roustabouts, oil and gas"
2019,"$50000-60000","$20000-30000",87538,4587,"",""
2019,"$50000-60000","$30000-40000",7443823,5636604,"",""
2019,"$50000-60000","$40000-50000",10657562,2734073,"",""
2019,"$50000-60000","$50000-60000",2223677,2872344,"",""
2019,"$50000-60000","$60000-70000",6434,1757,"",""
2019,"$50000-60000","$70000-80000",26036,1304,"",""
2019,"$50000-60000","$120000-130000",4048,196,"",""
2019,"$60000-70000","$20000-30000",54069,1323,"",""
2019,"$60000-70000","$40000-50000",3786594,5072455,"",""
2019,"$60000-70000","$50000-60000",8818990,11550290,"",""
2019,"$60000-70000","$60000-70000",198974,411326,"",""
2019,"$60000-70000","$80000-90000",133164,6357,"",""
2019,"$60000-70000","$90000-1e+05",1016,112,"",""
2019,"$60000-70000",NA,19806,177,"","Boilermakers; Rail-track laying and maintenance equipment operators"
2019,"$70000-80000","$20000-30000",2554,350,"",""
2019,"$70000-80000","$40000-50000",200415,205432,"",""
2019,"$70000-80000","$50000-60000",2059576,1146938,"",""
2019,"$70000-80000","$60000-70000",3926766,4041172,"",""
2019,"$70000-80000","$70000-80000",411435,324807,"",""
2019,"$70000-80000","$80000-90000",13765,2806,"",""
2019,"$80000-90000","$40000-50000",107919,7000,"",""
2019,"$80000-90000","$50000-60000",142818,182121,"",""
2019,"$80000-90000","$60000-70000",7440391,11266245,"",""
2019,"$80000-90000","$70000-80000",10168988,3952171,"",""
2019,"$80000-90000","$80000-90000",238142,61896,"",""
2019,"$80000-90000","$1e+05-110000",8741,685,"",""
2019,"$80000-90000",NA,2832,28,"","Ship engineers"
2019,"$90000-1e+05","$50000-60000",45685,51144,"",""
2019,"$90000-1e+05","$60000-70000",2498780,1356290,"",""
2019,"$90000-1e+05","$70000-80000",4529992,1858680,"",""
2019,"$90000-1e+05","$80000-90000",1093375,902057,"",""
2019,"$90000-1e+05","$90000-1e+05",370600,47387,"",""
2019,"$90000-1e+05","$1e+05-110000",99158,8545,"",""
2019,"$1e+05-110000","$30000-40000",2230,1071,"",""
2019,"$1e+05-110000","$50000-60000",458,1319,"",""
2019,"$1e+05-110000","$60000-70000",577392,696564,"",""
2019,"$1e+05-110000","$70000-80000",361431,166070,"",""
2019,"$1e+05-110000","$80000-90000",102046,35578,"",""
2019,"$1e+05-110000","$90000-1e+05",735452,132713,"",""
2019,"$1e+05-110000","$1e+05-110000",56392,12677,"",""
2019,"$110000-120000","$60000-70000",148731,55131,"",""
2019,"$110000-120000","$70000-80000",257830,105920,"",""
2019,"$110000-120000","$1e+05-110000",1772798,602569,"",""
2019,"$120000-130000","$70000-80000",11417,1608,"",""
2019,"$120000-130000","$80000-90000",32348,31489,"",""
2019,"$120000-130000","$90000-1e+05",66857,50028,"",""
2019,"$120000-130000","$1e+05-110000",181780,92705,"",""
2019,"$120000-130000","$120000-130000",113493,136311,"",""
2019,"$130000-140000","$70000-80000",715108,777404,"",""
2019,"$130000-140000","$90000-1e+05",2441,939,"",""
2019,"$130000-140000","$1e+05-110000",36565,25483,"",""
2019,"$130000-140000","$120000-130000",20704,5012,"",""
2019,"$140000-150000","$140000-150000",149081,18583,"",""
2019,"$150000-160000","$110000-120000",591281,355442,"",""
2019,"$150000-160000","$120000-130000",932743,335274,"",""
2019,"$150000-160000","$130000-140000",5439,2129,"",""
2019,"$160000-170000","$140000-150000",77891,36619,"",""
2019,"$180000-190000","$170000-180000",14105,19394,"",""
2019,NA,"$1e+05-110000",0,4769,"Nurse midwives",""
2019,NA,"$180000-190000",434314,264002,"Other physicians",""
2019,NA,"$220000-230000",39345,9150,"Surgeons",""
2019,NA,"$230000-240000",9348,4393,"Emergency medicine physicians",""
2019,NA,NA,14817,4604,"Radiologists","Radiologists"
2020,"$0-10000","$0-10000",102120,82052,"",""
